event_id,event_timestamp,user_id,device_id,ip_address,application_name,authentication_method,authentication_result
900926,2026-06-24T13:40:39Z,1030,,192.0.2.232,AWS Console,Password,Success
901201,2026-06-24T13:40:39Z,1154,5204,198.51.100.154,Slack,SSO,Success
901280,2026-06-24T13:41:08Z,1198,5248,192.0.2.13,Workday,MFA Push,Success
901216,2026-06-24T13:45:05Z,1165,5188,203.0.113.250,VPN Portal,SSO,Success
901164,2026-06-24T13:46:14Z,1137,5170,192.0.2.231,ServiceNow,Passkey,Success
901138,2026-06-24T13:46:46Z,1127,5146,198.51.100.224,GitHub Enterprise,Password,MFA Denied
901264,2026-06-24T13:48:25Z,1187,5241,192.0.2.67,Microsoft 365,Password,Success
901090,2026-06-24T13:49:07Z,1105,5128,192.0.2.160,Google Workspace,MFA Push,Success
901056,2026-06-24T13:49:35Z,1082,5130,198.51.100.170,Salesforce,OAuth,Success
901162,2026-06-24T13:49:51Z,1137,5172,192.0.2.105,VPN Portal,SSO,Success
901319,2026-06-24T13:50:04Z,1211,5266,192.0.2.112,VPN Portal,Password,Success
901247,2026-06-24T13:51:25Z,1181,5223,203.0.113.174,Microsoft 365,Password,Success
901226,2026-06-24T13:51:43Z,1172,5244,192.0.2.178,Slack,MFA Push,Success
900894,2026-06-24T13:53:36Z,1012,5034,203.0.113.245,AWS Console,Password,Success
900976,2026-06-24T13:56:34Z,1050,5094,203.0.113.16,GitHub Enterprise,OAuth,Success
900897,2026-06-24T13:57:16Z,1015,5044,192.0.2.84,ServiceNow,MFA Push,MFA Denied
901191,2026-06-24T13:57:34Z,1149,5195,192.0.2.240,Google Workspace,Password,Success
901004,2026-06-24T13:57:50Z,1063,5059,192.0.2.194,Google Workspace,Password,Success
901275,2026-06-24T13:58:46Z,1196,,192.0.2.114,AWS Console,MFA Push,Success
901176,2026-06-24T13:59:08Z,1141,5173,198.51.100.28,ServiceNow,SSO,Success
900985,2026-06-24T14:00:22Z,1054,5090,192.0.2.138,ServiceNow,MFA Push,Success
901163,2026-06-24T14:01:35Z,1137,5175,203.0.113.114,Salesforce,MFA Push,Success
901285,2026-06-24T14:03:06Z,1200,5259,203.0.113.239,Internal Admin Portal,Passkey,Success
901074,2026-06-24T14:05:31Z,1096,5119,198.51.100.246,VPN Portal,Password,Success
901258,2026-06-24T14:06:54Z,1186,5245,203.0.113.132,Salesforce,Password,Success
900871,2026-06-24T14:10:26Z,1002,5034,192.0.2.202,VPN Portal,SSO,Success
901286,2026-06-24T14:11:09Z,1200,5263,198.51.100.103,AWS Console,OAuth,Success
901013,2026-06-24T14:11:49Z,1065,5072,198.51.100.59,VPN Portal,Password,Success
901156,2026-06-24T14:13:33Z,1135,5172,203.0.113.253,Microsoft 365,Password,Success
901079,2026-06-24T14:14:42Z,1099,5114,198.51.100.62,AWS Console,Password,Success
901126,2026-06-24T14:14:44Z,1119,5149,203.0.113.21,VPN Portal,Passkey,Success
901062,2026-06-24T14:14:54Z,1086,5113,203.0.113.93,Google Workspace,SSO,Invalid Password
900977,2026-06-24T14:18:15Z,1050,5080,192.0.2.167,Microsoft 365,Password,Success
901211,2026-06-24T14:20:04Z,1161,5193,198.51.100.143,ServiceNow,MFA Push,Success
901103,2026-06-24T14:20:26Z,1111,5149,192.0.2.100,Workday,MFA Push,Success
901287,2026-06-24T14:20:39Z,1200,5249,192.0.2.96,Salesforce,Password,Success
901073,2026-06-24T14:20:47Z,1096,5125,192.0.2.2,ServiceNow,OAuth,Success
901266,2026-06-24T14:22:06Z,1188,5240,198.51.100.47,Internal Admin Portal,SSO,Success
901316,2026-06-24T14:24:01Z,1210,5256,203.0.113.196,VPN Portal,Password,Success
901042,2026-06-24T14:24:23Z,1076,5067,203.0.113.13,Salesforce,SSO,Success
901219,2026-06-24T14:28:50Z,1166,5189,192.0.2.84,Internal Admin Portal,Passkey,MFA Denied
900934,2026-06-24T14:29:12Z,1031,5004,192.0.2.48,AWS Console,MFA Push,Invalid Password
901100,2026-06-24T14:31:00Z,1110,5145,192.0.2.209,Internal Admin Portal,Password,Success
901246,2026-06-24T14:32:02Z,1180,5217,192.0.2.209,GitHub Enterprise,Password,Success
901245,2026-06-24T14:34:00Z,1180,5234,192.0.2.250,Google Workspace,Password,Success
901300,2026-06-24T14:34:56Z,1204,5251,203.0.113.28,Google Workspace,Passkey,Success
901167,2026-06-24T14:35:30Z,1139,5166,198.51.100.252,VPN Portal,SSO,Success
901067,2026-06-24T14:37:05Z,1088,5098,198.51.100.28,GitHub Enterprise,SSO,Success
901050,2026-06-24T14:38:57Z,1081,5122,192.0.2.56,Workday,MFA Push,Success
900870,2026-06-24T14:44:30Z,1002,5004,198.51.100.159,Internal Admin Portal,SSO,Success
901087,2026-06-24T14:49:51Z,1104,5108,203.0.113.18,GitHub Enterprise,Passkey,Success
901055,2026-06-24T14:51:39Z,1082,5118,198.51.100.195,Workday,MFA Push,Success
901086,2026-06-24T14:52:44Z,1104,5128,198.51.100.27,ServiceNow,Password,Success
901249,2026-06-24T14:52:51Z,1181,5239,192.0.2.21,Workday,SSO,Success
900940,2026-06-24T14:54:14Z,1035,5009,198.51.100.188,ServiceNow,Password,Success
901106,2026-06-24T14:55:17Z,1113,5145,192.0.2.200,Workday,Password,Success
900979,2026-06-24T14:55:20Z,1051,5076,203.0.113.112,VPN Portal,Password,Success
901160,2026-06-24T14:55:49Z,1136,5180,198.51.100.23,Internal Admin Portal,SSO,Success
901124,2026-06-24T14:56:14Z,1119,5140,192.0.2.138,Microsoft 365,MFA Push,Success
901263,2026-06-24T14:57:31Z,1187,5248,203.0.113.39,Workday,SSO,Success
901322,2026-06-24T15:00:45Z,1212,5250,198.51.100.105,Salesforce,Passkey,Success
900988,2026-06-24T15:02:24Z,1054,5066,203.0.113.173,GitHub Enterprise,SSO,Success
901293,2026-06-24T15:02:43Z,1201,5257,203.0.113.38,Workday,Passkey,Success
900965,2026-06-24T15:02:44Z,1046,5082,198.51.100.119,Google Workspace,MFA Push,Success
901075,2026-06-24T15:02:49Z,1097,,192.0.2.27,ServiceNow,SSO,Success
901158,2026-06-24T15:03:06Z,1135,5177,203.0.113.149,Microsoft 365,Passkey,Success
901202,2026-06-24T15:03:12Z,1154,5205,198.51.100.54,ServiceNow,Passkey,Success
901177,2026-06-24T15:05:38Z,1142,5175,203.0.113.82,Salesforce,Password,Success
900876,2026-06-24T15:05:47Z,1004,5026,192.0.2.187,Workday,SSO,Success
901014,2026-06-24T15:07:06Z,1065,5061,203.0.113.111,Internal Admin Portal,MFA Push,Success
900937,2026-06-24T15:07:54Z,1032,5041,198.51.100.240,Microsoft 365,MFA Push,Success
901268,2026-06-24T15:09:35Z,1190,5235,192.0.2.212,VPN Portal,Password,Invalid Password
901058,2026-06-24T15:12:26Z,1083,5107,192.0.2.254,AWS Console,MFA Push,Success
901180,2026-06-24T15:13:43Z,1142,5166,198.51.100.190,AWS Console,MFA Push,Success
901034,2026-06-24T15:15:09Z,1073,,198.51.100.53,Internal Admin Portal,Password,Success
900941,2026-06-24T15:15:13Z,1036,5037,198.51.100.231,GitHub Enterprise,OAuth,Success
900994,2026-06-24T15:15:29Z,1057,5090,192.0.2.188,Slack,Password,Success
900927,2026-06-24T15:15:39Z,1031,5028,203.0.113.189,Internal Admin Portal,SSO,Success
901030,2026-06-24T15:16:07Z,1072,5088,198.51.100.117,AWS Console,Password,Success
900935,2026-06-24T15:18:35Z,1032,5036,203.0.113.5,ServiceNow,Password,Success
901053,2026-06-24T15:22:29Z,1081,5125,198.51.100.11,Salesforce,Passkey,Success
901016,2026-06-24T15:25:32Z,1066,5061,192.0.2.115,Salesforce,Password,Success
900983,2026-06-24T15:28:10Z,1051,5069,192.0.2.165,GitHub Enterprise,Password,Success
901059,2026-06-24T15:29:58Z,1085,5129,203.0.113.187,Salesforce,Password,Success
901320,2026-06-24T15:30:21Z,1211,5251,198.51.100.185,Google Workspace,Password,Success
900948,2026-06-24T15:30:44Z,1039,5045,198.51.100.25,GitHub Enterprise,OAuth,Success
900999,2026-06-24T15:31:43Z,1061,5076,198.51.100.166,AWS Console,Password,Success
901131,2026-06-24T15:32:39Z,1120,5143,192.0.2.154,AWS Console,MFA Push,Success
901121,2026-06-24T15:35:56Z,1117,5161,198.51.100.41,Internal Admin Portal,SSO,Invalid Password
900943,2026-06-24T15:39:26Z,1036,5014,203.0.113.111,ServiceNow,MFA Push,Success
901205,2026-06-24T15:39:33Z,1158,5186,192.0.2.194,Internal Admin Portal,MFA Push,Success
900975,2026-06-24T15:40:00Z,1050,5092,198.51.100.253,Google Workspace,MFA Push,Success
901117,2026-06-24T15:40:36Z,1116,,192.0.2.188,Workday,Password,Success
901234,2026-06-24T15:42:51Z,1175,5244,192.0.2.73,Salesforce,Password,Success
901097,2026-06-24T15:44:55Z,1109,5158,203.0.113.246,Microsoft 365,MFA Push,Success
901252,2026-06-24T15:45:04Z,1185,5222,203.0.113.77,Microsoft 365,Password,Success
900898,2026-06-24T15:50:10Z,1015,5050,192.0.2.217,Slack,Passkey,Success
901044,2026-06-24T15:50:50Z,1077,5064,192.0.2.5,Workday,MFA Push,Invalid Password
901065,2026-06-24T15:54:05Z,1088,5103,203.0.113.166,Microsoft 365,Password,Success
901206,2026-06-24T15:54:49Z,1159,5188,198.51.100.107,VPN Portal,OAuth,Success
900942,2026-06-24T15:55:48Z,1036,5024,203.0.113.116,Workday,Password,Success
901043,2026-06-24T15:55:58Z,1077,5079,203.0.113.14,Workday,Password,Success
901144,2026-06-24T15:56:50Z,1130,5134,203.0.113.51,Internal Admin Portal,OAuth,Success
900947,2026-06-24T15:57:53Z,1038,5022,192.0.2.42,VPN Portal,Password,Success
901011,2026-06-24T15:59:34Z,1065,5056,198.51.100.76,Workday,Passkey,Success
900993,2026-06-24T15:59:56Z,1056,5066,192.0.2.226,Salesforce,OAuth,Success
901066,2026-06-24T16:02:08Z,1088,5121,198.51.100.85,ServiceNow,Passkey,Success
901135,2026-06-24T16:03:17Z,1123,5162,203.0.113.235,Salesforce,SSO,Success
900884,2026-06-24T16:06:43Z,1009,5041,203.0.113.242,Internal Admin Portal,Password,Invalid Password
901102,2026-06-24T16:07:36Z,1110,,192.0.2.88,,SSO,Success
901101,2026-06-24T16:08:45Z,1110,,192.0.2.248,GitHub Enterprise,SSO,Success
901145,2026-06-24T16:14:02Z,1130,5160,203.0.113.195,Microsoft 365,SSO,MFA Denied
901032,2026-06-24T16:17:06Z,1073,5070,192.0.2.11,VPN Portal,SSO,Invalid Password
901046,2026-06-24T16:20:54Z,1078,5070,198.51.100.35,Slack,SSO,Success
901082,2026-06-24T16:21:41Z,1101,5128,192.0.2.169,Microsoft 365,Password,Invalid Password
901321,2026-06-24T16:22:43Z,1212,5264,203.0.113.37,Microsoft 365,Password,Success
900949,2026-06-24T16:24:30Z,1040,5002,203.0.113.147,Internal Admin Portal,Passkey,Success
900885,2026-06-24T16:24:57Z,1010,5027,192.0.2.20,Google Workspace,MFA Push,Success
901153,2026-06-24T16:27:50Z,1132,5179,192.0.2.241,Salesforce,Password,Success
901230,2026-06-24T16:30:05Z,1174,5248,192.0.2.163,Google Workspace,Password,MFA Denied
901292,2026-06-24T16:32:11Z,1201,5252,198.51.100.93,Slack,SSO,Success
901113,2026-06-24T16:34:47Z,1114,5154,192.0.2.95,Slack,MFA Push,Success
901155,2026-06-24T16:35:11Z,1135,5166,203.0.113.232,Google Workspace,Passkey,Success
901174,2026-06-24T16:38:08Z,1140,5180,198.51.100.237,Salesforce,SSO,Success
901025,2026-06-24T16:44:35Z,1069,5091,192.0.2.178,Internal Admin Portal,Passkey,Success
900915,2026-06-24T16:48:06Z,1023,5002,192.0.2.44,Internal Admin Portal,Password,Success
901146,2026-06-24T16:48:20Z,1130,5136,203.0.113.222,Google Workspace,OAuth,Success
900920,2026-06-24T16:50:25Z,1028,,203.0.113.182,Microsoft 365,OAuth,Invalid Password
900996,2026-06-24T16:51:17Z,1060,,192.0.2.167,Workday,OAuth,Success
900951,2026-06-24T16:51:31Z,1042,,192.0.2.132,Internal Admin Portal,MFA Push,Success
900896,2026-06-24T16:51:40Z,1014,5028,198.51.100.26,Microsoft 365,Password,Success
901214,2026-06-24T16:51:52Z,1162,5200,192.0.2.156,Salesforce,SSO,Success
901223,2026-06-24T16:54:55Z,1170,5211,198.51.100.64,VPN Portal,Passkey,Success
900954,2026-06-24T16:57:30Z,1042,5003,198.51.100.105,Workday,SSO,Success
901116,2026-06-24T16:59:36Z,1116,5146,192.0.2.7,ServiceNow,OAuth,Success
901250,2026-06-24T17:01:02Z,1182,5228,203.0.113.151,AWS Console,MFA Push,Success
901187,2026-06-24T17:08:20Z,1147,5197,203.0.113.69,Internal Admin Portal,OAuth,Success
901045,2026-06-24T17:11:34Z,1078,5082,192.0.2.63,Slack,SSO,Success
901149,2026-06-24T17:13:25Z,1131,5174,192.0.2.223,VPN Portal,SSO,Success
901092,2026-06-24T17:19:47Z,1106,5099,192.0.2.239,Microsoft 365,OAuth,Success
901111,2026-06-24T17:22:06Z,1114,5152,198.51.100.121,GitHub Enterprise,SSO,Success
901166,2026-06-24T17:22:34Z,1139,5176,198.51.100.105,Workday,Password,Success
901012,2026-06-24T17:27:07Z,1065,5057,203.0.113.207,GitHub Enterprise,MFA Push,Success
901243,2026-06-24T17:29:27Z,1180,,203.0.113.32,Microsoft 365,MFA Push,Success
901251,2026-06-24T17:31:42Z,1184,5227,203.0.113.197,Microsoft 365,Password,Success
900902,2026-06-24T17:34:22Z,1018,5025,198.51.100.158,Salesforce,SSO,Success
901010,2026-06-24T17:37:55Z,1065,5054,203.0.113.145,Slack,MFA Push,Success
901256,2026-06-24T17:38:18Z,1185,5218,198.51.100.43,Internal Admin Portal,MFA Push,Success
900991,2026-06-24T17:39:03Z,1056,5070,192.0.2.25,Microsoft 365,Password,Success
900986,2026-06-24T17:40:47Z,1054,5070,203.0.113.66,Slack,MFA Push,Success
901189,2026-06-24T17:46:14Z,1147,5200,203.0.113.249,AWS Console,OAuth,Success
901077,2026-06-24T17:46:51Z,1098,,192.0.2.73,Internal Admin Portal,MFA Push,Success
901283,2026-06-24T17:52:50Z,1198,5231,203.0.113.229,AWS Console,SSO,Success
900932,2026-06-24T17:53:24Z,1031,5049,192.0.2.114,Salesforce,Password,Success
901235,2026-06-24T17:59:21Z,1177,5247,192.0.2.5,ServiceNow,OAuth,Success
901084,2026-06-24T18:15:04Z,1103,5115,203.0.113.120,VPN Portal,Password,Success
901127,2026-06-24T18:20:29Z,1119,5141,203.0.113.177,ServiceNow,Password,Success
900946,2026-06-24T18:20:59Z,1038,5013,203.0.113.233,VPN Portal,OAuth,Success
900978,2026-06-24T18:28:48Z,1051,5070,192.0.2.151,Google Workspace,Password,Success
901007,2026-06-24T18:30:40Z,1064,5055,198.51.100.180,Google Workspace,OAuth,Success
900893,2026-06-24T18:31:15Z,1012,5015,203.0.113.125,Internal Admin Portal,MFA Push,Success
901130,2026-06-24T18:38:42Z,1120,5148,192.0.2.212,Workday,MFA Push,Success
901091,2026-06-24T18:42:08Z,1106,5122,203.0.113.94,VPN Portal,Password,Success
901069,2026-06-24T18:42:10Z,1090,5126,198.51.100.108,ServiceNow,OAuth,Success
901006,2026-06-24T18:42:25Z,1064,,198.51.100.159,Internal Admin Portal,Password,Success
901085,2026-06-24T18:51:12Z,1104,5114,192.0.2.254,Microsoft 365,OAuth,Success
901072,2026-06-24T18:51:16Z,1096,5129,198.51.100.116,Google Workspace,Passkey,Success
900956,2026-06-24T18:57:07Z,1042,,198.51.100.17,VPN Portal,SSO,Success
901024,2026-06-24T18:58:21Z,1069,5087,203.0.113.125,Internal Admin Portal,MFA Push,Success
901193,2026-06-24T18:58:27Z,1149,5205,192.0.2.127,VPN Portal,SSO,Success
900904,2026-06-24T19:28:41Z,1019,5010,198.51.100.215,Microsoft 365,Password,MFA Denied
901137,2026-06-24T19:44:25Z,1126,5142,198.51.100.105,VPN Portal,MFA Push,Success
901098,2026-06-24T19:46:49Z,1110,5148,198.51.100.50,Slack,Password,Success
901244,2026-06-24T19:50:26Z,1180,5217,192.0.2.109,Google Workspace,MFA Push,Success
901147,2026-06-24T20:13:52Z,1130,,203.0.113.33,Microsoft 365,Passkey,Success
901260,2026-06-24T20:32:01Z,1186,5215,192.0.2.42,Slack,OAuth,Success
900933,2026-06-24T20:49:12Z,1031,5047,198.51.100.236,ServiceNow,Password,Success
901183,2026-06-24T20:55:52Z,1143,5166,192.0.2.87,Slack,Password,Success
901159,2026-06-24T21:16:37Z,1136,5175,203.0.113.147,Internal Admin Portal,SSO,Success
900903,2026-06-24T21:28:52Z,1018,,192.0.2.214,Slack,Password,Conditional Access Blocked
901188,2026-06-24T21:39:38Z,1147,5208,192.0.2.218,Slack,SSO,Invalid Password
901281,2026-06-24T21:41:41Z,1198,5219,198.51.100.236,Workday,MFA Push,Success
901071,2026-06-24T21:41:42Z,1096,5117,198.51.100.50,GitHub Enterprise,SSO,Success
901269,2026-06-24T21:50:49Z,1191,5245,198.51.100.36,AWS Console,MFA Push,Success
901008,2026-06-24T22:02:31Z,1065,5058,203.0.113.162,Google Workspace,Password,Success
900878,2026-06-24T22:40:03Z,1005,5012,192.0.2.102,Microsoft 365,Password,Success
900928,2026-06-24T22:44:00Z,1031,5027,198.51.100.65,AWS Console,Password,Success
901060,2026-06-24T23:16:36Z,1085,5119,203.0.113.134,ServiceNow,MFA Push,Success
901242,2026-06-24T23:23:27Z,1178,5230,198.51.100.96,Internal Admin Portal,Password,Success
901009,2026-06-24T23:24:47Z,1065,5091,198.51.100.56,Google Workspace,Password,Success
900874,2026-06-24T23:26:54Z,1003,5029,198.51.100.121,,SSO,Success
901261,2026-06-24T23:32:23Z,1187,5211,192.0.2.108,Slack,Password,Success
901031,2026-06-24T23:38:06Z,1073,5077,192.0.2.11,ServiceNow,Password,Success
901270,2026-06-24T23:38:36Z,1192,5212,192.0.2.151,Internal Admin Portal,SSO,Success
900972,2026-06-24T23:50:17Z,1048,5089,203.0.113.147,ServiceNow,SSO,Success
901315,2026-06-24T23:50:39Z,1210,5249,192.0.2.146,ServiceNow,SSO,Success
901317,2026-06-24T23:54:40Z,1210,5266,192.0.2.195,VPN Portal,MFA Push,Success
901386,2026-06-25T00:01:34Z,1029,5047,192.0.2.37,Salesforce,MFA Push,Success
901727,2026-06-25T00:20:18Z,1191,5229,203.0.113.5,Workday,OAuth,Success
901441,2026-06-25T00:24:23Z,1059,5067,198.51.100.162,Slack,SSO,Success
901745,2026-06-25T00:25:25Z,1200,5264,198.51.100.14,Microsoft 365,OAuth,Success
901362,2026-06-25T00:42:06Z,1016,5009,192.0.2.142,,SSO,Success
901714,2026-06-25T00:48:49Z,1188,5242,192.0.2.153,Microsoft 365,MFA Push,MFA Denied
901615,2026-06-25T00:58:13Z,1137,5165,198.51.100.176,AWS Console,OAuth,Success
901743,2026-06-25T00:58:59Z,1198,5238,192.0.2.32,Internal Admin Portal,Passkey,Success
901523,2026-06-25T01:02:12Z,1095,5132,192.0.2.125,,Password,MFA Timeout
901331,2026-06-25T01:02:16Z,1004,5010,203.0.113.47,ServiceNow,SSO,Success
901546,2026-06-25T01:10:51Z,1105,5123,198.51.100.123,Workday,SSO,Success
901660,2026-06-25T01:23:42Z,1166,5205,203.0.113.9,Salesforce,MFA Push,Success
901387,2026-06-25T01:23:46Z,1029,5006,203.0.113.72,Slack,Password,Success
901420,2026-06-25T01:25:36Z,1050,5090,198.51.100.71,GitHub Enterprise,SSO,Success
901432,2026-06-25T01:41:42Z,1054,5081,198.51.100.54,Workday,Password,Success
901753,2026-06-25T01:42:55Z,1205,5259,192.0.2.2,Internal Admin Portal,Password,Invalid Password
901680,2026-06-25T01:46:38Z,1173,5235,192.0.2.143,Salesforce,Password,Success
901573,2026-06-25T01:51:32Z,1120,5151,198.51.100.222,Google Workspace,OAuth,MFA Timeout
901508,2026-06-25T01:52:08Z,1088,5132,192.0.2.119,GitHub Enterprise,Passkey,Success
901507,2026-06-25T01:53:37Z,1088,5107,203.0.113.170,Salesforce,MFA Push,Success
901461,2026-06-25T02:11:04Z,1066,5054,198.51.100.137,Workday,SSO,Success
901711,2026-06-25T02:11:05Z,1185,5212,203.0.113.188,GitHub Enterprise,Passkey,Success
901647,2026-06-25T02:25:18Z,1161,5199,192.0.2.52,ServiceNow,Password,Success
901691,2026-06-25T02:37:58Z,1178,5246,198.51.100.143,GitHub Enterprise,Password,Success
901721,2026-06-25T02:47:24Z,1190,5245,198.51.100.2,Workday,Password,Success
901459,2026-06-25T02:53:53Z,1065,5055,198.51.100.114,AWS Console,Password,Invalid Password
901515,2026-06-25T02:54:36Z,1089,5117,203.0.113.110,VPN Portal,Passkey,Success
901707,2026-06-25T02:55:34Z,1184,5216,203.0.113.209,Workday,MFA Push,Success
901719,2026-06-25T02:58:40Z,1189,5216,203.0.113.147,Google Workspace,SSO,Success
901628,2026-06-25T03:07:08Z,1143,5171,198.51.100.193,Workday,Password,Success
901435,2026-06-25T03:13:56Z,1056,,192.0.2.188,Microsoft 365,Password,Success
901345,2026-06-25T03:27:02Z,1009,5045,192.0.2.245,Workday,Password,Success
901530,2026-06-25T03:32:52Z,1098,5124,198.51.100.202,Microsoft 365,Password,Success
901558,2026-06-25T03:40:16Z,1115,5154,198.51.100.106,Microsoft 365,Password,Success
901395,2026-06-25T03:58:15Z,1032,5010,203.0.113.156,Google Workspace,Password,Success
901747,2026-06-25T04:01:43Z,1201,5262,198.51.100.108,Google Workspace,SSO,Success
901614,2026-06-25T04:11:43Z,1137,5178,198.51.100.119,Salesforce,Password,Success
901379,2026-06-25T04:23:55Z,1025,5047,198.51.100.204,AWS Console,OAuth,Success
901587,2026-06-25T04:30:31Z,1128,5150,198.51.100.144,GitHub Enterprise,MFA Push,Success
901440,2026-06-25T04:42:56Z,1057,5059,198.51.100.106,Google Workspace,Passkey,Success
901713,2026-06-25T04:44:27Z,1187,5224,192.0.2.15,GitHub Enterprise,SSO,Success
901380,2026-06-25T04:46:49Z,1026,5041,198.51.100.145,ServiceNow,OAuth,Success
901543,2026-06-25T04:48:05Z,1102,5099,198.51.100.227,Internal Admin Portal,Password,Success
901429,2026-06-25T04:56:11Z,1053,5079,192.0.2.50,VPN Portal,OAuth,Success
901458,2026-06-25T04:57:00Z,1065,5090,198.51.100.80,Salesforce,MFA Push,Success
901328,2026-06-25T04:57:44Z,1003,5042,203.0.113.84,Salesforce,SSO,Success
901327,2026-06-25T05:08:12Z,1003,,192.0.2.2,Google Workspace,Password,Success
901442,2026-06-25T05:11:09Z,1059,5055,203.0.113.73,Internal Admin Portal,SSO,Success
901402,2026-06-25T05:13:23Z,1035,5025,192.0.2.18,GitHub Enterprise,SSO,Success
901504,2026-06-25T05:16:57Z,1086,5099,198.51.100.59,Microsoft 365,Password,Success
901699,2026-06-25T05:25:34Z,1182,5211,192.0.2.115,Salesforce,MFA Push,Success
901731,2026-06-25T05:32:23Z,1194,,192.0.2.174,ServiceNow,OAuth,Success
901364,2026-06-25T05:36:38Z,1018,5045,192.0.2.10,Microsoft 365,Passkey,Success
901391,2026-06-25T05:41:33Z,1031,5003,192.0.2.187,Microsoft 365,Password,Success
901689,2026-06-25T05:47:03Z,1178,5222,203.0.113.159,Internal Admin Portal,MFA Push,Success
901324,2026-06-25T05:52:33Z,1002,5045,198.51.100.19,Workday,SSO,Success
901644,2026-06-25T05:52:53Z,1158,5201,198.51.100.166,ServiceNow,MFA Push,Success
901382,2026-06-25T05:59:53Z,1027,5020,203.0.113.37,Slack,Password,Success
901742,2026-06-25T06:00:51Z,1198,5232,198.51.100.33,ServiceNow,SSO,Success
901478,2026-06-25T06:01:35Z,1072,,203.0.113.91,Internal Admin Portal,MFA Push,Success
901410,2026-06-25T06:14:05Z,1043,5064,198.51.100.246,VPN Portal,MFA Push,Success
901658,2026-06-25T06:16:17Z,1166,5184,203.0.113.247,AWS Console,SSO,Success
901561,2026-06-25T06:18:00Z,1116,5161,192.0.2.128,AWS Console,Password,Success
901403,2026-06-25T06:25:43Z,1036,5018,192.0.2.220,Salesforce,SSO,Success
901489,2026-06-25T06:25:52Z,1077,5063,192.0.2.30,Workday,OAuth,Success
901700,2026-06-25T06:27:36Z,1182,5241,198.51.100.218,VPN Portal,SSO,Success
901626,2026-06-25T06:43:57Z,1142,,198.51.100.178,AWS Console,Passkey,Success
901336,2026-06-25T06:46:52Z,1006,,192.0.2.11,Microsoft 365,MFA Push,Success
901624,2026-06-25T06:57:10Z,1142,5169,198.51.100.18,GitHub Enterprise,Password,Success
901424,2026-06-25T07:02:30Z,1051,5086,198.51.100.87,ServiceNow,Password,Success
901425,2026-06-25T07:08:02Z,1051,5055,192.0.2.38,Workday,Password,Success
901577,2026-06-25T07:09:29Z,1120,5160,198.51.100.129,AWS Console,Password,Success
901758,2026-06-25T07:12:56Z,1207,5256,192.0.2.102,Microsoft 365,SSO,Success
901598,2026-06-25T07:21:20Z,1131,5166,198.51.100.85,VPN Portal,MFA Push,Success
901347,2026-06-25T07:31:36Z,1011,5001,203.0.113.16,Microsoft 365,MFA Push,Success
901556,2026-06-25T07:37:32Z,1114,5140,192.0.2.244,GitHub Enterprise,MFA Push,Success
901618,2026-06-25T07:47:25Z,1137,5173,203.0.113.210,Workday,Password,Success
901666,2026-06-25T07:55:54Z,1169,5241,203.0.113.83,AWS Console,Password,Success
901341,2026-06-25T07:58:03Z,1007,5008,198.51.100.248,ServiceNow,Password,Success
901427,2026-06-25T08:00:35Z,1053,5058,198.51.100.142,Internal Admin Portal,Passkey,Invalid Password
901467,2026-06-25T08:03:28Z,1067,5097,192.0.2.220,AWS Console,Password,Success
901428,2026-06-25T08:16:44Z,1053,5077,198.51.100.13,GitHub Enterprise,Password,Success
901592,2026-06-25T08:24:04Z,1130,,203.0.113.134,Microsoft 365,Password,Success
901525,2026-06-25T08:26:31Z,1096,5098,198.51.100.241,Internal Admin Portal,Password,Success
901451,2026-06-25T08:27:40Z,1062,5063,198.51.100.236,Internal Admin Portal,SSO,Success
901486,2026-06-25T08:35:16Z,1075,5065,198.51.100.111,Google Workspace,OAuth,Success
901423,2026-06-25T08:37:54Z,1050,5059,203.0.113.115,GitHub Enterprise,Password,MFA Denied
901338,2026-06-25T08:38:43Z,1006,,198.51.100.14,ServiceNow,SSO,Success
901693,2026-06-25T08:48:38Z,1180,5219,198.51.100.13,AWS Console,Password,Success
901686,2026-06-25T08:53:56Z,1178,5245,198.51.100.64,VPN Portal,Password,Success
901446,2026-06-25T08:57:48Z,1061,5059,203.0.113.66,VPN Portal,Password,Success
901426,2026-06-25T09:01:09Z,1052,5075,198.51.100.86,Salesforce,Password,Success
901365,2026-06-25T09:03:17Z,1018,5045,198.51.100.92,VPN Portal,Password,Success
901513,2026-06-25T09:05:40Z,1089,5118,203.0.113.4,Slack,MFA Push,Success
901462,2026-06-25T09:07:18Z,1066,5085,198.51.100.221,Internal Admin Portal,SSO,Success
901704,2026-06-25T09:12:13Z,1183,5223,198.51.100.71,Workday,SSO,Success
901760,2026-06-25T09:20:48Z,1210,5264,198.51.100.71,ServiceNow,Password,MFA Denied
901670,2026-06-25T09:20:56Z,1170,5225,203.0.113.109,Google Workspace,Password,Success
901585,2026-06-25T09:30:59Z,1127,5149,198.51.100.154,Google Workspace,MFA Push,Success
901447,2026-06-25T09:35:29Z,1061,5054,192.0.2.97,ServiceNow,SSO,Success
901557,2026-06-25T09:38:35Z,1115,5155,198.51.100.39,Workday,MFA Push,Success
901346,2026-06-25T09:39:57Z,1009,5035,203.0.113.146,ServiceNow,MFA Push,Success
901694,2026-06-25T09:42:44Z,1180,5236,198.51.100.190,VPN Portal,SSO,Success
901655,2026-06-25T09:48:08Z,1162,5201,198.51.100.188,Microsoft 365,Password,Success
